#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","VersionInfo","BaseName","Target","LinkType","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences\stds_scienceKinder.pdf","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences","stds_scienceKinder.pdf","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences\stds_scienceKinder.pdf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","stds_scienceKinder","System.Collections.Generic.List`1[System.String]",,"stds_scienceKinder.pdf","61430","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Sciences\stds_scienceKinder.pdf",".pdf","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 09:49:37","14/07/2016 13:49:37","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\APA-Citation-Work-Cited1.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","APA-Citation-Work-Cited1.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\APA-Citation-Work-Cited1.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","APA-Citation-Work-Cited1","System.Collections.Generic.List`1[System.String]",,"APA-Citation-Work-Cited1.docx","49920","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\APA-Citation-Work-Cited1.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:01:45","14/07/2016 16:01:45","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Index_Table_Contents.xlsx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","Index_Table_Contents.xlsx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Index_Table_Contents.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Index_Table_Contents","System.Collections.Generic.List`1[System.String]",,"Index_Table_Contents.xlsx","60765","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Index_Table_Contents.xlsx",".xlsx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 10:47:04","14/07/2016 14:47:04","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Microsoft-Word-Trifold-Brochure-Template.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","Microsoft-Word-Trifold-Brochure-Template.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Microsoft-Word-Trifold-Brochure-Template.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Microsoft-Word-Trifold-Brochure-Template","System.Collections.Generic.List`1[System.String]",,"Microsoft-Word-Trifold-Brochure-Template.docx","79583","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Microsoft-Word-Trifold-Brochure-Template.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:01:47","14/07/2016 16:01:47","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\NYCProject-RACI_v2.xlsx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","NYCProject-RACI_v2.xlsx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\NYCProject-RACI_v2.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","NYCProject-RACI_v2","System.Collections.Generic.List`1[System.String]",,"NYCProject-RACI_v2.xlsx","37554","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\NYCProject-RACI_v2.xlsx",".xlsx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:02:40","14/07/2016 16:02:40","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\rgo_template.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","rgo_template.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\rgo_template.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","rgo_template","System.Collections.Generic.List`1[System.String]",,"rgo_template.docx","8362477","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\rgo_template.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:01:39","14/07/2016 16:01:39","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Template File_MLA Template.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","Template File_MLA Template.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Template File_MLA Template.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Template File_MLA Template","System.Collections.Generic.List`1[System.String]",,"Template File_MLA Template.docx","20574","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Template File_MLA Template.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:00:58","14/07/2016 16:00:58","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\template-instructions1.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","template-instructions1.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\template-instructions1.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","template-instructions1","System.Collections.Generic.List`1[System.String]",,"template-instructions1.docx","1278477","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\template-instructions1.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:01:25","14/07/2016 16:01:25","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\trans_jour.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","trans_jour.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\trans_jour.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","trans_jour","System.Collections.Generic.List`1[System.String]",,"trans_jour.docx","519344","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\trans_jour.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 12:01:21","14/07/2016 16:01:21","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Video.docx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","Video.docx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Video.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Video","System.Collections.Generic.List`1[System.String]",,"Video.docx","11491","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Video.docx",".docx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 11:12:20","14/07/2016 15:12:20","Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Windows 10 ADMX spreadsheet.xlsx","Microsoft.PowerShell.Core\FileSystem::D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","Windows 10 ADMX spreadsheet.xlsx","D","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Windows 10 ADMX spreadsheet.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Windows 10 ADMX spreadsheet","System.Collections.Generic.List`1[System.String]",,"Windows 10 ADMX spreadsheet.xlsx","659768","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates","False","True","D:\Champlain Work\Second Semester\SYS-320 Automation and Scripting\SYS-320_SP22\Week12\class\Documents\Templates\Windows 10 ADMX spreadsheet.xlsx",".xlsx","23/01/2017 13:03:11","23/01/2017 18:03:11","23/01/2017 13:03:11","23/01/2017 18:03:11","14/07/2016 09:54:56","14/07/2016 13:54:56","Archive"
